,ORA_ACTU,GLE_ACTU,ALO_ACTU,KER_ACTU,CAP_ACTU,AIR_ACTU,CS_ACTU,BNP_ACTU,ORA_RDMT_5,GLE_RDMT_5,ALO_RDMT_5,KER_RDMT_5,CAP_RDMT_5,AIR_RDMT_5,CS_RDMT_5,BNP_RDMT_5
2017-04-28,NR,NR,NR,NR,NR,NR,A finalisé la cession de ses activités en Roumanie (CF),NR,0.05950706185766763,0.007169898763509375,0.02538593501355879,0.01897738828775175,0.04940153253695967,0.01589654118027961,0.0055079652232217224,0.03179990116412457
2017-05-02,NR,Nouvelle organisation pour SG Insurance (CF),NR,NR,"Repart à l'assaut des 93,8E (CF)",NR,NR,NR,0.05097768934831004,-0.018217785523669594,0.0440747713505838,0.014736924084725711,0.024866615869173714,0.011386449521054942,-0.016255294873102177,0.013532112885348502
2017-05-03,NR,NR,Contrat à 150 millions d'euros en Allemagne (CF),NR,NR,NR,NR,"Oddo reste à l'achat après les résultats (CF) | Hausse de 4,4% du résultat net trimestriel (CF)",0.036496323265688524,-0.03249031000128988,0.05725580937049579,0.020372213502052317,0.034034243626094085,0.01785713917101761,-0.027617785689966756,0.00952376778361086
2017-05-04,NR,BlackRock se renforce (CF) | Hausse de 50% du résultat net sous-jacent (CF),Améliore ses résultats en 2016-2017 (CF),NR,Signe un contrat avec la Marine Nationale (CF),Credit Suisse relève sa cible à 100 euros (CF),NR,NR,0.016095866475148046,-0.04679044714859504,0.017206127948048877,0.012908882241417174,0.017370044186098665,-0.013727826150266242,-0.059108514094050046,0.0006026957039624303
2017-05-05,La couverture réseau mobile 4G en Normandie (CF),NR,En hausse après une analyse positive (CF) | Invest Securities relève sa cible à 34 euros (CF),NR,NR,NR,NR,NR,0.021666653951009085,-0.042116448116919725,0.01325053691351119,-0.0069882566843147975,0.001351041901566763,-0.018713735112600438,-0.030599975585937522,-0.019446077610996815
2017-05-08,NR,Rechute en direction des 50E (CF),NR,"Manque de peu les 300E, retombe sous 290E (CF)",NR,NR,NR,NR,0.014622815946372603,-0.00830528320110513,0.01288054634707092,0.01189857139686401,-0.012857792013406977,-0.015117450784792652,-0.00994119840465324,0.003441103673478274
2017-05-09,NR,NR,NR,NR,NR,NR,NR,UBS rehausse sa cible (CF),0.025913580379123946,0.01371513645351663,0.004434949401504795,0.009336069670324854,-0.012600219721480621,-0.017350961040976776,-0.011423936516963495,0.008250755957817546
2017-05-10,NR,NR,NR,NR,NR,Création d'une start-up pour les drones (CF),Refranchit le cap des 25E (CF) | Nouveau programme de rachats d'actions (CF) | CA stable au 1er trimestre (CF),NR,0.022468144974871818,-0.0172933967075779,-0.028134617546150875,-0.013252935244568165,-0.02767294913441165,-0.033359842877462076,-0.026358748202458315,-0.025007460309553697
2017-05-11,NR,NR,L'automatisation du RER A est lancée (CF),NR,NR,Nouvelle commande de Delta Air Lines (CF),NR,BlackRock passe les 5% du capital (CF),0.025615107075414922,-0.010040546441076992,0.003014544334120073,-0.01801190289549337,-0.023881834609241093,-0.010540524044552413,-0.0292481604790914,-0.030868889304510816
2017-05-12,NR,NR,Important contrat au Canada (CF),Double-top (ou 'M') sous 295E ? (CF),NR,Réalise un essai sur l'A350-1000 (CF),NR,NR,-0.002283839990063097,0.006539908742031919,0.02185067950956543,-0.003261217882786216,-0.02750390833260552,-0.00940097981263821,-0.018361860268909735,-0.013371385551283366
2017-05-16,Très haut débit: Orange assigné en justice par SFR (AFP),NR,NR,NR,NR,NR,NR,NR,0.009067379995309377,-0.005173066657700454,0.010629645663901233,0.0017129141103155998,-0.028791429716515937,-0.023992434569640064,-0.008254183217882183,-0.015325082477717689
2017-05-17,NR,Vers une cassure des 49E ? (CF),NR,Le scénario d'une consolidation se précise (CF),NR,L'équipe DAELead remporte le Fly Your Ideas 2017 (CF) | Devient ArianeGroup (CF),NR,Transaction de REIM France à Bayonne (CF),0.029845846318244718,0.028238205407753014,0.03413657134368009,0.024071102912767817,-0.005498082411441341,-0.0042624112976714645,0.00671562821777516,0.026570353422236348
2017-05-18,En négociation pour le rachat de Business & Decision (CF) | La marque s'implante au Liberia (CF),NR,NR,NR,NR,NR,"Referme le 'gap' des 23,63E du 21/04 (CF)",NR,0.031219153666233623,0.027968401910342333,0.03606615348652453,0.022668286920352942,-0.00536538241121276,-0.0016389339604121478,0.01188197636118038,0.034182674446531
2017-05-19,Cévennes: le défenseur des droits interpelle Orange (AFP),NR,"Nouveau test des 30,9E (CF)",NR,NR,NR,NR,Se redresse au-dessus des 65E (CF),0.028776951045196508,-0.013494586782951123,0.01911552286181295,0.01532629658168938,-0.01099251667922485,0.0018980393925405181,-0.0035729713556172937,0.010963929355545687
2017-05-22,"Tutoie l'objectif des 15,6E (CF)",NR,NR,NR,NR,Moscou et Pékin défient Boeing et Airbus sur le long-courrier (AFP) | Une nouvelle version jet privé de son A330neo (CF) | Groupe d'experts en compliance nommé (CF),NR,NR,0.008653799481176838,0.0034304947613441605,0.0257672941778746,0.01393909388826775,0.007149086484955713,0.01500762781914955,0.0029393110751398943,0.013596080080904738
2017-05-23,NR,NR,Est membre du Corporate Partnership Board (CF),NR,NR,NR,NR,Transaction de Real Estate à Strasbourg (CF),0.004492920100577669,-0.019700012207031214,0.005987021430044592,0.008549925263951152,0.011836290700737884,0.011876715059566445,-0.013108636082256764,-0.03898461497669281
2017-05-24,NR,NR,1er tramway Citadis avec Peugeot Design Lab (CF) | Commande d'environ 50 ME en Allemagne (CF),NR,NR,Livre le premier A320neo à Vistara (CF) | Assemblage de l'A350 XWB d'Air Mauritius (CF),NR,USA: BNP Paribas écope d'une amende pour manipulation des changes (AFP) | Va verser une amende de 350 M$ (CF),-0.003821622080974474,-0.07124381753342657,0.009061446835886056,0.002895631218635897,-0.0009755700584349603,0.008975442451165883,-0.01021475226178059,-0.060143579642710554
2017-05-25,NR,BlackRock s'allège au capital (CF),NR,NR,Retrouve du soutien à 92E (CF),NR,NR,NR,-0.010197568622764774,-0.06039463603513562,0.0012892864052354014,0.004230115153134761,0.008307224326087992,0.02913823429923279,0.0,-0.053635757377909044
2017-05-26,NR,NR,NR,NR,NR,Commande de la part de BOC Aviation (CF) | BOC Aviation commande six Airbus pour 1 milliard de dollars (AFP),RBC relève son objectif de cours (CF),NR,-0.01144306145833962,-0.04144294119065861,-0.002702231508822428,0.017130268248308322,0.012841291301600943,0.023004017769158835,0.007593347637844694,-0.04503687138511603
2017-05-29,Amundi AM dépasse le seuil des 5% du capital (CF) | De nouveau partenaire de Roland-Garros (CF) | De nouveau partenaire de Roland-Garros (CF) | Bryan Garnier reste à achat (CF),BlackRock dépasse les 5% des DDV (CF) | Acquisition par ALD en Espagne (CF),Contrat dans le Vaucluse (CF),NR,Oddo confirme son conseil après un roadshow (CF),NR,"Gagne 1%, un analyste relève son objectif (CF) | Un actionnaire franchit les 5% de participation (CF)",NR,-0.017476938324150204,-0.0541980850180781,-0.006079983696839153,0.01391721048591088,-0.00043020987398534327,0.014107445717665978,-0.001674729543396647,-0.048982668797914464
2017-05-30,NR,"Lanterne rouge du CAC, support 48,8 menacé (CF)",NR,NR,NR,NR,NR,NR,-0.014696456731155383,-0.05437113023998463,-0.005629723957845001,0.0032214063582609587,-0.009229454899495115,0.01951686052535262,-0.0054818076018881,-0.018081725452392505
2017-06-01,Un actionnaire réduit la ligne (CF),BlackRock a réduit son exposition (CF),NR,Finalisation de l'accord avec la Maison Cartier (CF) | Kering eyewear et la maison cartier ont finalisé leur accord stratégique (BNW),NR,Signe un accord de coopération avec la Chine (CF) | Franchit le cap des 75E (CF),BlackRock remonte au-delà de 5% des parts (CF) | Entend rester actionnaire de Banca MPS (CF),NR,-0.018351568081938607,0.014000845480643731,-0.008852414163544875,-0.006234243305220044,-0.0024609001689716026,-0.019673046535856442,-0.0037743826873370967,0.011589133557459164
2017-06-02,NR,"Vise le comblement du 'gap' des 48,56E (CF)",Entrée en service d'une ligne de métro en Chine (CF),NR,Prend le statut de 'société européenne' (CF),Ariane 5 a placé deux satellites (CF),NR,Lutte contre le blanchiment: sanction de 10 millions d'euros contre BNP Paribas (AFP),-0.018006413475031513,0.014799170702543885,-0.0035065772338765955,-0.013840199959746946,-0.009908377361263487,-0.002513158939768445,0.00586139369088845,0.01750789564095645
2017-06-05,NR,BlackRock à moins de 5% des DDV (CF) | Lance l'introduction en bourse d'ALD (CF),NR,NR,NR,NR,NR,NR,-0.02554983549734946,-0.0011694728174220792,-0.009980742763238015,-0.026113159479374648,-0.018506576022391363,-0.006554380406131544,0.009435956718342853,0.004595894176547155
2017-06-06,Lancement de 'Flexible Engine' en France (CF),BlackRock renforce la position (CF),Contrat à Los Angeles (CF) | Contrat à Los Angeles (CF),UBS porte sa cible de 282 à 335 euros (CF),NR,NR,"Revient tester la base du corridor 24,2/23,7E (CF)",NR,-0.035019452605788315,0.015426109517287179,0.012132012986084018,0.0069292043628628175,-0.0008665709631623386,-0.0013386677136062453,0.021835968496438207,0.014411492396902315
2017-06-07,NR,Partenariat avec un campus en Allemagne (CF),NR,NR,NR,"Airbus: 73 commandes nettes et 242 livraisons d'avions à fin mai (AFP) | Vers un 'M' baissier sous 75,6/75,9E ? (CF) | Importante présence au Salon du Bourget (CF) | Commande de Cebu Pacific pour sept A321ceo (CF)",NR,"La Belgique ne détient plus que 7,7% des parts (CF) | Se ressaisit de +2,5% à 64E (CF)",-0.030035915817861247,-0.01602804533387736,-0.001770820736569756,0.0038475037362804,-0.006776431908577907,0.022594201784865042,0.022104164344133537,-0.017013201388554666
2017-06-08,Lance un forfait avec Canal+ en Afrique (CF),"Peut combler le 'gap' des 49,06E du 29/05 (CF)",NR,"Ou aller après 303,75E ? (CF)",Contrat de 5 ans avec Vattenfall (CF),Accélération des commandes en mai avant le Bourget (CF),NR,NR,-0.03968511294050037,-0.02782422672773266,0.002273505117440733,-0.0008477443753429625,-0.0277807988204104,-0.006372897907839015,0.007156391593341471,-0.029347186295634486
2017-06-09,Orange Digital Ventures s'exporte en Afrique (CF),NR,NR,NR,NR,Franchit le cap des 75 E (CF) | Airbus prévoit un doublement de la flotte d'avions d'ici 20 ans (AFP) | Airbus relève sa prévision pour le marché dans 20 ans (AFP),Profite d'une analyse positive de SG (CF) | Fait toujours partie des valeurs favorites de SG (CF),NR,-0.03503606974775286,-0.03145829836527503,-0.0004798313246812125,0.012681762490719839,-0.010007535802450507,-0.006365247760553805,0.008324693698858354,-0.0381336663727736
2017-06-12,NR,NR,Nomination de deux Senior Vice-Présidents (CF),NR,Nomme une nouvelle directrice des ventes (CF),NR,NR,Nouveau CEO pour BNP Paribas REIM Luxembourg (CF),-0.033521352461514775,0.003512526256243431,0.029105688239757566,0.04657956848668077,0.009756625495927373,0.02867921070535484,0.00934775173753355,-0.005205837190957796
2017-06-13,NR,Vend sa participation dans Euronext (CF) | The Capital Group réduit la ligne (CF),NR,NR,NR,Présente ses évolutions récentes au Bourget (CF),NR,Lancement d'une offre à destination des PME (CF),-0.03125001001422112,-0.0045681538056154825,0.008949934845189578,0.03356828709482551,0.005203852645817575,0.0180964946613158,0.007053944962783332,-0.012628243983105247
2017-06-14,NR,S'est allégé au capital d'Euronext (CF),NR,NR,NR,Livraison à easyJet de son premier A320neo (CF),NR,S'allège au capital d'Euronext (CF),-0.023224458026644634,0.002589056106421017,0.019996763758124647,0.023662638578383577,0.0005415102202823707,0.0015972680815794504,0.0,-0.004166700799240197
2017-06-15,"Signe un contrat avec SES pour la Centrafrique (CF) | Perd le contact avec 15E, objectif 14,05E (CF)",Succès de l'introduction d'ALD (CF),NR,Retombe sous les 300E (CF),NR,"Teste le bas du biseau 75,5/73,5E (CF)",NR,NR,-0.01639349174618998,-0.001936736609074896,0.03418665949277422,0.04140500410803938,0.027250675610498876,0.02401749680060994,0.00397079305047443,0.0012934815364329388
2017-06-16,"Fibre: SFR, débouté, devra verser 300.000 euros à Orange (AFP)",The Capital Group se renforce (CF),NR,NR,NR,NR,NR,NR,-0.024770938555995325,-0.008711606353452361,0.02240358031733969,0.02638163625311063,0.017717361450195312,0.010276212997869516,-0.012590311676902277,-0.008863807313829075
2017-06-19,Orange va réduire sa participation dans l'opérateur britannique BT (AFP) | Réduit sa participation dans BT Group (CF),NR,Inauguration du métro de Cochin (CF),Journée investisseurs dédiée à saint laurent (BNW),NR,"Le Bourget: série de commandes pour Airbus, Boeing, et les motoristes (AFP) | Airbus: Air Lease Corporation commande 12 A321neo pour 1,5 milliard de dollars (AFP) | Air Lease Corporation commande 12 avions A321neo (CF) | Efface le résistance des 76E (CF) | Boeing lance le moyen-courrier 737 MAX 10 pour contrer l'A321neo d'Airbus (AFP) | Airbus: GE Capital commande 100 appareils A320neo pour 10 milliards de dollars (AFP) | Signe une commande de 100 A 320 neo avec GECAS (CF) | L'UE autorise l'aide de 377 ME pour le X6 d'Airbus (CF) | Salon du Bourget: l'éternelle rivalité entre Airbus et Boeing (AFP) | Coup d'envoi du Bourget avec l'éternelle rivalité entre Airbus et Boeing (AFP)",NR,NR,-0.01167582907929754,-0.011879456212227302,0.010112210119308296,0.014288093097575505,0.02214744221050502,-0.0058901121550931634,-0.012554035983452727,-0.02315259859458718
2017-06-20,Réduit sa participation dans BT Group (CF),NR,NR,NR,Tente de refranchir les 94E (CF),Ethiopian Airlines commande 10 Airbus A350-900 (CF) | Le Bourget: Boeing et Airbus engrangent les commandes avec optimisme (AFP) | Delta Air Lines commande 10 Airbus A321ceo (CF) | CDB Aviation commande 45 A320neo (CF) | Protocole d'accord avec Viva Air (CF) | Commande de 45 appareils de la famille A320neo (CF) | Chinois et Russes se préparent à concurrencer Airbus et Boeing (AFP) | Teams up with Dassault Systèmes for 3D printing (CF) | S'allie à Dassault Systèmes pour l'impression 3D (CF),NR,NR,-0.011446407373546519,0.009605139329684764,0.006177729415464572,0.0038974518441075023,0.0031277061228358605,-0.019354755106973265,-0.01586321473507346,0.0015987576345022347
2017-06-21,NR,"The Capital Group passe sous les 5% (CF) | The Capital Group s'allège (CF) | Décroche en-dessous des 46,35E (CF)",Signe un contrat de maintenance avec Akiem (CF) | Ouverture de la ligne verte du Métro de Bangalore (CF),NR,NR,Un système de taxiage électrique pour l'A320 (CF) | Le Bourget: Boeing devance Airbus en commandes fermes au 3è jour (AFP) | Nouvelle commande de Wizz Air (CF) | Wizz Air a signé un contrat pour 10 A321ceo (CF) | Le Bourget: Boeing et Airbus lorgnent sur la maintenance (AFP) | Airbus installera une boîte noire insubmersible sur l'A350 à partir de 2019 (AFP) | Hi Fly commande deux A330-200 (CF),"Retombe sur le bas du corridor 24,4/23,6E (CF)",NR,-0.022053800375659627,0.04293089906345782,0.001422945118495722,-0.004232478104010617,-0.006385932912526093,-0.019269062435112172,0.005198585968117175,0.03524303931311379
2017-06-22,"Son réseau mobile est classé n°1 par l'Arcep (CF) | Réseaux mobiles: Orange encore devant, Free à la traîne (AFP)",NR,Contrat de près de 200 ME à Ottawa (CF) | Accord de coopération technologique avec Safran (CF),NR,NR,Protocole d'accord avec Tibet Financial Leasing (CF) | Signe le 1er contrat Prometheus avec l'ESA (CF) | Engagements pour 326 appareils au Bourget (CF) | Airbus: memorandum pour 28 avions avec l'Iranienne Zagros Airlines (AFP) | Iran Airtour Airlines commande 45 A320neo (CF) | 14 A320 de plus pour AirAsia (CF) | La compagnie iranienne Zagros commande 28 avions (CF),NR,"Eiffage va réaliser le siège social (CF) | Revient tester les 61,1E (CF)",-0.025347206999121963,0.046140563612872,-0.04088992670846803,-0.024604753339332652,-0.03587159215326896,-0.037579952830740226,0.006036655079113773,0.03294043122032497
2017-06-23,NR,NR,NR,NR,NR,L'A380Plus pour tenter de donner un nouvel élan au géant d'Airbus (AFP),NR,NR,-0.03340289116624817,0.022241543804744524,-0.04179061210420931,-0.029770556727956476,-0.03364299892008582,-0.048877108288022275,0.0012542093039222824,0.025365875988471842
2017-06-26,NR,Nominations au comité de direction (CF),Le deuxième prototype Aptis dévoilé (CF),NR,Contrat avec House of Fraser (CF),NR,NR,NR,-0.021542766658830925,0.038321163100986766,-0.025965875109123404,-0.024611422653490478,-0.03951143027523596,-0.037524668711485076,0.02396835216445914,0.054220844967850734
2017-06-27,Partenaire du nouveau film de Luc Besson (CF),NR,Obtient la certification AFAQ ISO 37001 (CF),Bryan Garnier relève sa cible (CF),NR,NR,NR,"Beau rebond sur 61,2E (CF)",-0.012982485587136772,0.026955635231383113,-0.026448306845022418,-0.02296993708384265,-0.0333297323182572,-0.018528528740782257,0.026795033850347094,0.03240221436320856
2017-06-28,NR,Sort du capital de TBC Bank Group (CF),NR,NR,NR,JetStar Pacific réceptionne son 1er A320 CEO (CF),NR,"Cyberattaque ""Petrwrap"": une filiale de BNP Paribas touchée (AFP)",-0.007751914019033079,0.011038890864081496,-0.025734123097403527,-0.007683435294612684,-0.014379081164953678,0.0014905231138597763,0.01903181973606305,0.002176269013890453
2017-06-29,NR,NR,Livraison de rames Euroduplex à SNCF Mobilités (CF),NR,Signe un contrat majeur avec TenneT (CF),NR,Démission du directeur général d'AXA Asie (CF),"Rwanda: BNP Paribas visée par une plainte pour ""complicité de génocide"" (AFP) | RE inaugure un programme résidentiel à Cannes (CF) | Rwanda: BNP Paribas visée par une plainte pour ""complicité de génocide"" (AFP)",-0.0003562603844160517,0.027514407911738648,-0.0009800410052812625,0.005512815112037828,0.004344514131972899,0.026446912218651475,0.026691434967030858,0.021416212147016722
